id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,train_chop_trades,train_chop_trade_share,train_chop_pnl,train_chop_return_pct,train_chop_win_rate,train_chop_avg_trade_return_pct,train_chop_total_trade_return_pct,train_trendy_trades,train_trendy_trade_share,train_trendy_pnl,train_trendy_return_pct,train_trendy_win_rate,train_trendy_avg_trade_return_pct,train_trendy_total_trade_return_pct,train_volatile_trades,train_volatile_trade_share,train_volatile_pnl,train_volatile_return_pct,train_volatile_win_rate,train_volatile_avg_trade_return_pct,train_volatile_total_trade_return_pct,test_return,test_sharpe,test_drawdown,test_trades,test_winrate,test_score,test_chop_trades,test_chop_trade_share,test_chop_pnl,test_chop_return_pct,test_chop_win_rate,test_chop_avg_trade_return_pct,test_chop_total_trade_return_pct,test_trendy_trades,test_trendy_trade_share,test_trendy_pnl,test_trendy_return_pct,test_trendy_win_rate,test_trendy_avg_trade_return_pct,test_trendy_total_trade_return_pct,test_volatile_trades,test_volatile_trade_share,test_volatile_pnl,test_volatile_return_pct,test_volatile_win_rate,test_volatile_avg_trade_return_pct,test_volatile_total_trade_return_pct
51663e4b,bull,s4|s55|s78,3,0.0186691067,0.0105603287,1.5189,0.0,-4.9106,13,46.1538,0.033749,1,0.0769,-10590.79,-1.0591,0.0,-1.056,-1.056,8,0.6154,31818.13,3.1818,50.0,0.4054,3.2435,4,0.3077,15346.6,1.5347,50.0,0.4054,1.6218,3.2516,2.7017,-2.6434,7,57.1429,0.024711,1,0.1429,18650.45,1.865,100.0,1.8669,1.8669,1,0.1429,18960.66,1.8961,100.0,1.8669,1.8669,5,0.7143,5244.69,0.5245,40.0,0.1131,0.5657
bd63ea61,bull,s5|s42|s54,3,0.0198852965,0.0131268341,0.4062,0.0,-4.7544,13,46.1538,0.032714,3,0.2308,-38877.83,-3.8878,0.0,-1.3127,-3.9381,7,0.5385,70885.0,7.0885,71.4286,1.0453,7.3173,3,0.2308,-6755.53,-0.6756,33.3333,-0.2123,-0.6368,1.0948,1.4414,-4.5815,8,50.0,0.022502,1,0.125,19865.43,1.9865,100.0,1.9885,1.9885,1,0.125,20219.96,2.022,100.0,1.9885,1.9885,6,0.75,-13849.71,-1.385,33.3333,-0.2123,-1.2737
9d0b7f13,bull,s10|s42|s93|s87,4,0.0188357008,0.0107399169,0.6658,0.0,-6.6435,11,45.4545,0.026201,3,0.2727,26032.94,2.6033,66.6667,0.8977,2.6931,5,0.4545,5219.14,0.5219,40.0,0.109,0.5452,3,0.2727,-3051.73,-0.3052,33.3333,-0.0881,-0.2644,4.593,2.561,-1.3909,6,66.6667,0.025704,1,0.1667,18816.88,1.8817,100.0,1.8836,1.8836,1,0.1667,19132.98,1.9133,100.0,1.8836,1.8836,4,0.6667,16260.06,1.626,50.0,0.4048,1.6192
cfabcf99,bull,s82|s5|s70|s9,4,0.0223086007,0.0086163188,-2.4068,0.0,-6.4773,20,30.0,0.024376,5,0.25,-11931.81,-1.1932,20.0,-0.2431,-1.2157,11,0.55,-3786.26,-0.3786,27.2727,-0.0182,-0.2005,4,0.2,25891.94,2.5892,50.0,0.6846,2.7385,1.7465,1.9915,-4.2911,10,40.0,0.022823,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2,45024.27,4.5024,100.0,2.2309,4.4617,8,0.8,-8206.2,-0.8206,25.0,-0.0885,-0.7081
3c5be7d2,bull,s47|s6|s58|s38|s34,5,0.0188407434,0.0124450519,-3.1963,0.0,-6.2569,16,37.5,0.025902,4,0.25,-18731.8,-1.8732,25.0,-0.4624,-1.8494,9,0.5625,-18633.63,-1.8634,33.3333,-0.2016,-1.8148,3,0.1875,24240.65,2.4241,66.6667,0.8412,2.5236,2.2175,2.3903,-3.2407,5,60.0,0.017915,1,0.2,18821.92,1.8822,100.0,1.8841,1.8841,1,0.2,19138.22,1.9138,100.0,1.8841,1.8841,3,0.6,-6619.92,-0.662,33.3333,-0.2016,-0.6049
ea835877,bear,s52|s28|s19,3,0.0207434741,0.0090668213,-2.7144,0.0,-9.408,24,33.3333,0.029241,7,0.2917,26708.64,2.6709,42.8571,0.3709,2.5963,10,0.4167,-2027.46,-0.2027,30.0,-0.0124,-0.1237,7,0.2917,-5060.43,-0.506,28.5714,-0.055,-0.3847,-1.3931,-3.5217,-4.9019,9,33.3333,0.01435,2,0.2222,-18015.3,-1.8015,0.0,-0.9067,-1.8134,1,0.1111,-8760.41,-0.876,0.0,-0.9067,-0.9067,6,0.6667,33389.78,3.339,50.0,0.5838,3.503
6f1f869d,bull,s65|s41|s8|s7,4,0.0221654673,0.0109472248,-4.9951,0.0,-7.9131,22,31.8182,0.022763,5,0.2273,-20962.93,-2.0963,20.0,-0.4325,-2.1623,11,0.5,9022.64,0.9023,36.3636,0.1094,1.2031,6,0.2727,-245.21,-0.0245,33.3333,0.009,0.0542,0.2634,0.4416,-5.6465,10,40.0,0.020823,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2,44732.22,4.4732,100.0,2.2165,4.4331,8,0.8,-22797.99,-2.2798,25.0,-0.2669,-2.1352
09d49965,bull,s53|s92|s43|s69|s87,5,0.0188899765,0.0119356308,-1.0024,0.0,-7.0668,12,41.6667,0.02395,4,0.3333,12052.54,1.2053,50.0,0.3477,1.3909,5,0.4167,2321.29,0.2321,40.0,0.0395,0.1973,3,0.25,-5314.05,-0.5314,33.3333,-0.166,-0.4981,3.3132,5.073,-1.7584,5,60.0,0.018798,1,0.2,18871.1,1.8871,100.0,1.889,1.889,1,0.2,19189.14,1.9189,100.0,1.889,1.889,3,0.6,-5450.28,-0.545,33.3333,-0.166,-0.4981
2de4cbfd,bull,s96|s6|s1,3,0.0223614856,0.0141829159,0.7304,0.0,-7.0082,11,45.4545,0.026017,5,0.4545,1574.79,0.1575,40.0,0.0435,0.2174,3,0.2727,29908.82,2.9909,66.6667,1.018,3.054,3,0.2727,-6792.84,-0.6793,33.3333,-0.2001,-0.6004,0.5484,1.1303,-4.5309,7,42.8571,0.016404,1,0.1429,22339.14,2.2339,100.0,2.2361,2.2361,1,0.1429,22793.05,2.2793,100.0,2.2361,2.2361,5,0.7143,-35651.86,-3.5652,20.0,-0.6874,-3.437
95b43430,bull,s59|s9|s68,3,0.0183775105,0.0088352086,2.704,0.0,-3.4168,10,50.0,0.030113,1,0.1,18556.13,1.8556,100.0,1.8378,1.8378,4,0.4,18623.27,1.8623,50.0,0.4771,1.9085,5,0.5,9994.86,0.9995,40.0,0.205,1.0249,1.073,1.8766,-2.1674,4,50.0,0.011823,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,18359.13,1.8359,100.0,1.8378,1.8378,3,0.75,413.52,0.0414,33.3333,0.0236,0.0707
