id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,train_chop_trades,train_chop_trade_share,train_chop_pnl,train_chop_return_pct,train_chop_win_rate,train_chop_avg_trade_return_pct,train_chop_total_trade_return_pct,train_trendy_trades,train_trendy_trade_share,train_trendy_pnl,train_trendy_return_pct,train_trendy_win_rate,train_trendy_avg_trade_return_pct,train_trendy_total_trade_return_pct,train_volatile_trades,train_volatile_trade_share,train_volatile_pnl,train_volatile_return_pct,train_volatile_win_rate,train_volatile_avg_trade_return_pct,train_volatile_total_trade_return_pct
e81f9a0a,bull,s68|s14|s4|s54|s24,5,0.0191042438,0.0088639843,4.4886,0.0,-4.0076,21,47.619,0.062491,8,0.381,95756.59,9.5757,75.0,1.2112,9.6897,8,0.381,12942.98,1.2943,37.5,0.1624,1.2993,5,0.2381,-15905.52,-1.5906,20.0,-0.327,-1.6352
89f6e523,bull,s1|s39|s35|s43,4,0.0201612897,0.0087476695,3.4581,0.0,-4.5528,23,43.4783,0.06008,4,0.1739,50224.84,5.0225,75.0,1.2934,5.1736,10,0.4348,27883.49,2.7883,40.0,0.2816,2.8159,9,0.3913,7428.27,0.7428,33.3333,0.0889,0.7998
01a6c54b,bull,s32|s94,2,0.0183399695,0.0089915372,5.4862,0.0,-5.1009,17,52.9412,0.056258,4,0.2353,46290.15,4.629,75.0,1.1507,4.6028,5,0.2941,9888.36,0.9888,40.0,0.1941,0.9705,8,0.4706,37567.1,3.7567,50.0,0.4674,3.7394
1a8412dc,bull,s79|s44|s26,3,0.0220250564,0.0116437573,9.3874,0.0,-4.3609,13,61.5385,0.054361,4,0.3077,20725.22,2.0725,50.0,0.5191,2.0763,1,0.0769,22854.13,2.2854,100.0,2.2025,2.2025,8,0.6154,77081.95,7.7082,62.5,0.9399,7.5194
1e18fc81,bull,s43|s59|s27,3,0.0221471155,0.0132567161,1.5022,0.0,-6.5368,22,45.4545,0.054015,3,0.1364,-4696.22,-0.4696,33.3333,-0.1455,-0.4366,10,0.4545,7672.84,0.7673,40.0,0.0905,0.9048,9,0.4091,54778.72,5.4779,55.5556,0.6412,5.7709
35211ac6,bull,s5|s42|s54,3,0.0198852965,0.0131268341,1.9563,0.0,-7.6308,20,50.0,0.053973,2,0.1,37286.39,3.7286,100.0,1.9885,3.9771,10,0.5,302.08,0.0302,40.0,0.0078,0.078,8,0.4,26362.51,2.6363,50.0,0.3379,2.7034
ed47cbf8,bull,s11|s32|s54,3,0.0231659067,0.0099605427,8.2468,0.0,-4.7858,15,53.3333,0.053589,5,0.3333,83254.28,8.3254,80.0,1.6541,8.2703,4,0.2667,-6253.49,-0.6253,25.0,-0.1679,-0.6716,6,0.4,40568.87,4.0569,50.0,0.6603,3.9616
e9c5045c,bull,s38|s14|s94|s44,4,0.0184293009,0.0098209671,3.4725,0.0,-5.0576,18,50.0,0.053538,5,0.2778,6693.6,0.6694,40.0,0.1479,0.7396,7,0.3889,15942.53,1.5943,42.8571,0.2286,1.6004,6,0.3333,53303.75,5.3304,66.6667,0.9013,5.4075
73a8e156,bull,s4|s64|s27,3,0.0193925348,0.0117502377,-2.8547,0.0,-10.1845,31,41.9355,0.051977,7,0.2258,-19015.7,-1.9016,28.5714,-0.2852,-1.9966,10,0.3226,4688.46,0.4688,40.0,0.0707,0.7069,14,0.4516,47706.24,4.7706,50.0,0.3821,5.3496
ae44ceb6,bull,s44|s33|s26,3,0.0192615493,0.0117508321,2.5752,0.0,-5.4038,18,50.0,0.051872,6,0.3333,51941.55,5.1942,66.6667,0.8924,5.3545,7,0.3889,-20382.78,-2.0383,28.5714,-0.289,-2.0231,5,0.2778,33467.84,3.3468,60.0,0.6857,3.4283
