id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,train_chop_trades,train_chop_trade_share,train_chop_pnl,train_chop_return_pct,train_chop_win_rate,train_chop_avg_trade_return_pct,train_chop_total_trade_return_pct,train_trendy_trades,train_trendy_trade_share,train_trendy_pnl,train_trendy_return_pct,train_trendy_win_rate,train_trendy_avg_trade_return_pct,train_trendy_total_trade_return_pct,train_volatile_trades,train_volatile_trade_share,train_volatile_pnl,train_volatile_return_pct,train_volatile_win_rate,train_volatile_avg_trade_return_pct,train_volatile_total_trade_return_pct,test_return,test_sharpe,test_drawdown,test_trades,test_winrate,test_score,test_chop_trades,test_chop_trade_share,test_chop_pnl,test_chop_return_pct,test_chop_win_rate,test_chop_avg_trade_return_pct,test_chop_total_trade_return_pct,test_trendy_trades,test_trendy_trade_share,test_trendy_pnl,test_trendy_return_pct,test_trendy_win_rate,test_trendy_avg_trade_return_pct,test_trendy_total_trade_return_pct,test_volatile_trades,test_volatile_trade_share,test_volatile_pnl,test_volatile_return_pct,test_volatile_win_rate,test_volatile_avg_trade_return_pct,test_volatile_total_trade_return_pct
1f6e5d7f,bull,s64|s93|s82,3,0.0194587719,0.0114267377,-0.899,0.0,-5.5163,10,40.0,0.019971,1,0.1,19437.79,1.9438,100.0,1.9459,1.9459,4,0.4,-46382.4,-4.6382,0.0,-1.1427,-4.5707,5,0.5,35462.9,3.5463,60.0,0.7105,3.5523,1.8961,0.0,-0.8534,1,100.0,0.0061,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,19439.31,1.9439,100.0,1.9459,1.9459
defcfe42,bull,s59|s9|s68,3,0.0183775105,0.0088352086,-1.1216,0.0,-6.3161,11,36.3636,0.018844,4,0.3636,18981.57,1.8982,50.0,0.4771,1.9085,2,0.1818,-17838.75,-1.7839,0.0,-0.8835,-1.767,5,0.4545,10175.13,1.0175,40.0,0.205,1.0249,1.724,0.0,-0.8534,1,100.0,0.006087,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,18358.53,1.8359,100.0,1.8378,1.8378
54ed45ea,bear,s89|s71|s61,3,0.0202796546,0.0094008412,4.7271,0.0,-2.5165,6,66.6667,0.025363,1,0.1667,-9390.66,-0.9391,0.0,-0.9401,-0.9401,2,0.3333,11621.41,1.1621,50.0,0.5439,1.0879,3,0.5,60489.5,6.049,100.0,2.028,6.0839,-2.6507,0.0,-2.661,2,0.0,-0.000743,1,0.5,-9283.52,-0.9284,0.0,-0.9401,-0.9401,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,-9391.04,-0.9391,0.0,-0.9401,-0.9401
ec8c02b8,bear,s29|s97|s72,3,0.019326602,0.0091008329,-0.3089,0.0,-4.1044,10,40.0,0.02129,1,0.1,-9091.31,-0.9091,0.0,-0.9101,-0.9101,2,0.2,10020.8,1.0021,50.0,0.5113,1.0226,7,0.7,20355.22,2.0355,42.8571,0.3082,2.1576,-1.5297,0.0,-1.8776,1,0.0,-0.000235,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-9091.57,-0.9092,0.0,-0.9101,-0.9101,0,0.0,0.0,0.0,0.0,0.0,0.0
acd768dd,bull,s91|s79|s26,3,0.0222897417,0.0146605314,-1.6175,0.0,-5.3267,7,42.8571,0.014857,1,0.1429,22267.17,2.2267,100.0,2.229,2.229,1,0.1429,-14789.41,-1.4789,0.0,-1.4661,-1.4661,5,0.7143,-219.82,-0.022,40.0,0.012,0.0598,2.0246,0.0,-0.8534,1,100.0,0.006111,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,22266.5,2.2266,100.0,2.229,2.229
b06cb559,bull,s91|s82|s26,3,0.0220323607,0.0125457172,-1.0849,0.0,-5.9432,8,37.5,0.014453,1,0.125,22008.6,2.2009,100.0,2.2032,2.2032,4,0.5,-50971.27,-5.0971,0.0,-1.2546,-5.0183,3,0.375,31583.39,3.1583,66.6667,1.0506,3.1519,2.0357,0.0,-0.8534,1,100.0,0.006112,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,22010.33,2.201,100.0,2.2032,2.2032
bbbb04e4,bear,s81|s52|s29,3,0.0192801492,0.0117877182,-0.4242,0.0,-4.7836,10,40.0,0.02079,4,0.4,13606.94,1.3607,50.0,0.3746,1.4985,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6,-8709.8,-0.871,33.3333,-0.1432,-0.8591,-1.7765,0.0,-2.1251,1,0.0,-0.00027,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-11775.4,-1.1775,0.0,-1.1788,-1.1788
6f670ee0,bear,s13|s52|s27,3,0.0186323356,0.0089962178,-2.9913,0.0,-6.6416,16,31.25,0.019795,6,0.375,-486.64,-0.0487,33.3333,0.0213,0.128,4,0.25,-7766.97,-0.7767,25.0,-0.2089,-0.8356,6,0.375,941.2,0.0941,33.3333,0.0213,0.128,-1.3326,0.0,-2.0495,1,0.0,-0.00023,1,1.0,-8987.15,-0.8987,0.0,-0.8996,-0.8996,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4edcc1e9,bull,s4|s55|s78,3,0.0186691067,0.0105603287,-2.5865,0.0,-6.113,9,33.3333,0.012837,2,0.2222,8110.1,0.811,50.0,0.4054,0.8109,3,0.3333,-2119.12,-0.2119,33.3333,-0.0817,-0.2452,4,0.4444,-13622.94,-1.3623,25.0,-0.3253,-1.3012,1.5617,0.0,-0.9141,1,100.0,0.00607,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,18649.05,1.8649,100.0,1.8669,1.8669
b1edf440,bull,s32|s94,2,0.0183399695,0.0089915372,-2.8294,0.0,-5.3665,10,30.0,0.012517,4,0.4,-8651.87,-0.8652,25.0,-0.2159,-0.8635,2,0.2,-17953.09,-1.7953,0.0,-0.8992,-1.7983,4,0.4,18379.27,1.8379,50.0,0.4674,1.8697,1.6304,0.0,-0.8534,1,100.0,0.006079,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,18320.11,1.832,100.0,1.834,1.834
