id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,train_chop_trades,train_chop_trade_share,train_chop_pnl,train_chop_return_pct,train_chop_win_rate,train_chop_avg_trade_return_pct,train_chop_total_trade_return_pct,train_trendy_trades,train_trendy_trade_share,train_trendy_pnl,train_trendy_return_pct,train_trendy_win_rate,train_trendy_avg_trade_return_pct,train_trendy_total_trade_return_pct,train_volatile_trades,train_volatile_trade_share,train_volatile_pnl,train_volatile_return_pct,train_volatile_win_rate,train_volatile_avg_trade_return_pct,train_volatile_total_trade_return_pct
617b4dc0,bull,s64|s93|s82,3,0.0194587719,0.0114267377,9.2897,0.0,-3.482,19,57.8947,0.076151,4,0.2105,16459.65,1.646,50.0,0.4016,1.6064,6,0.3158,24201.85,2.4202,50.0,0.4016,2.4096,9,0.4737,84589.39,8.4589,66.6667,0.9164,8.2472
9c55b183,bull,s4|s64|s27,3,0.0193925348,0.0117502377,8.4561,0.0,-3.5832,19,57.8947,0.074768,3,0.1579,-4409.65,-0.441,33.3333,-0.1369,-0.4108,7,0.3684,42980.66,4.2981,57.1429,0.6046,4.2319,9,0.4737,82997.84,8.2998,66.6667,0.9012,8.1104
82669407,bull,s88|s34|s64,3,0.0217716983,0.0094543945,5.4083,0.0,-3.7955,23,43.4783,0.064714,8,0.3478,17052.25,1.7052,37.5,0.2255,1.8043,5,0.2174,-17083.43,-1.7083,20.0,-0.3209,-1.6046,10,0.4348,94258.53,9.4259,60.0,0.9281,9.2813
5890f7de,bull,s65|s3|s27,3,0.0235834238,0.0082696793,5.6673,0.0,-4.6375,25,40.0,0.064378,7,0.28,37582.65,3.7583,42.8571,0.5382,3.7672,5,0.2,-10391.35,-1.0391,20.0,-0.1899,-0.9495,13,0.52,85239.65,8.524,46.1538,0.6432,8.3613
22543f35,bull,s91|s82|s26,3,0.0220323607,0.0125457172,8.6047,0.0,-3.068,16,56.25,0.062069,3,0.1875,31395.91,3.1396,66.6667,1.0506,3.1519,5,0.3125,-29979.49,-2.9979,20.0,-0.563,-2.8151,8,0.5,110573.28,11.0573,75.0,1.3388,10.7103
f911c8b5,bull,s47|s6|s58|s38|s34,5,0.0188407434,0.0124450519,4.9502,0.0,-6.803,18,55.5556,0.059781,5,0.2778,31440.92,3.1441,60.0,0.6326,3.1632,7,0.3889,38290.61,3.8291,57.1429,0.5433,3.8028,6,0.3333,19215.72,1.9216,50.0,0.3198,1.9187
ccbfe03f,bull,s35|s2|s5,3,0.0206936517,0.0124284871,8.3147,0.0,-5.0144,15,60.0,0.059465,5,0.3333,37921.71,3.7922,60.0,0.7445,3.7224,5,0.3333,38154.25,3.8154,60.0,0.7445,3.7224,5,0.3333,37810.38,3.781,60.0,0.7445,3.7224
d6dd25fe,bull,s1|s39|s35|s43,4,0.0201612897,0.0087476695,3.7938,0.0,-5.5529,23,43.4783,0.059318,8,0.3478,46275.95,4.6276,50.0,0.5707,4.5654,6,0.2609,34753.18,3.4753,50.0,0.5707,3.4241,9,0.3913,6658.46,0.6658,33.3333,0.0889,0.7998
dffbb8d9,bull,s8|s54|s70,3,0.0235426577,0.0081040262,6.4192,0.0,-4.5362,22,40.9091,0.05931,8,0.3636,94362.14,9.4362,62.5,1.1675,9.3401,6,0.2727,-18107.15,-1.8107,16.6667,-0.283,-1.6977,8,0.3636,30582.58,3.0583,37.5,0.3763,3.0108
9b7df212,bull,s41|s2|s82|s38|s84,5,0.0243901107,0.0109782919,7.1498,0.0,-5.0143,19,47.3684,0.059151,6,0.3158,114155.45,11.4155,83.3333,1.8495,11.0972,6,0.3158,3765.98,0.3766,33.3333,0.0811,0.4867,7,0.3684,-7413.52,-0.7414,28.5714,-0.0873,-0.6111
d284adef,bull,s82|s5|s70|s9,4,0.0223086007,0.0086163188,7.0193,0.0,-5.0739,20,45.0,0.059142,7,0.35,96227.68,9.6228,71.4286,1.3473,9.431,6,0.3,-22094.9,-2.2095,16.6667,-0.3462,-2.0773,7,0.35,33067.97,3.3068,42.8571,0.4637,3.2461
62b9daa9,bull,s21|s14|s35,3,0.0183790465,0.0082924734,3.6701,0.0,-5.8263,22,45.4545,0.058769,8,0.3636,67806.82,6.7807,62.5,0.8377,6.7018,7,0.3182,22245.01,2.2245,42.8571,0.3138,2.1967,7,0.3182,-5774.11,-0.5774,28.5714,-0.0672,-0.4704
922e15ba,bull,s65|s41|s8|s7,4,0.0221654673,0.0109472248,6.4828,0.0,-4.2352,18,50.0,0.058761,5,0.2778,45082.38,4.5082,60.0,0.892,4.4602,6,0.3333,-745.52,-0.0746,33.3333,0.009,0.0542,7,0.3889,56792.79,5.6793,57.1429,0.7974,5.582
23b74a67,bull,s87|s10|s59,3,0.0236908126,0.0100914722,13.4334,0.0,-4.3478,12,66.6667,0.057766,5,0.4167,88231.93,8.8232,80.0,1.6934,8.4672,1,0.0833,24931.06,2.4931,100.0,2.3691,2.3691,6,0.5,42743.84,4.2744,50.0,0.68,4.0798
