id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,train_chop_trades,train_chop_trade_share,train_chop_pnl,train_chop_return_pct,train_chop_win_rate,train_chop_avg_trade_return_pct,train_chop_total_trade_return_pct,train_trendy_trades,train_trendy_trade_share,train_trendy_pnl,train_trendy_return_pct,train_trendy_win_rate,train_trendy_avg_trade_return_pct,train_trendy_total_trade_return_pct,train_volatile_trades,train_volatile_trade_share,train_volatile_pnl,train_volatile_return_pct,train_volatile_win_rate,train_volatile_avg_trade_return_pct,train_volatile_total_trade_return_pct
38c9a249,bull,s88|s39|s79,3,0.0204613529,0.0097732523,4.6922,0.0,-6.1478,34,44.1176,0.090221,12,0.3529,33342.88,3.3343,41.6667,0.2824,3.3894,6,0.1765,62368.84,6.2369,66.6667,1.0383,6.2299,16,0.4706,24057.83,2.4058,37.5,0.1565,2.5036
64c42461,bull,s4|s64|s27,3,0.0193925348,0.0117502377,-3.9677,0.0,-11.4353,59,42.3729,0.076942,17,0.2881,46959.03,4.6959,47.0588,0.2905,4.9388,14,0.2373,22043.49,2.2043,42.8571,0.1597,2.2353,28,0.4746,11258.54,1.1259,39.2857,0.0484,1.3564
6d33beff,bull,s4|s55|s78,3,0.0186691067,0.0105603287,0.3868,0.0,-6.922,32,43.75,0.0717,11,0.3438,87190.6,8.7191,63.6364,0.804,8.8442,7,0.2188,-16138.1,-1.6138,28.5714,-0.2209,-1.5463,14,0.4375,-2227.97,-0.2228,35.7143,-0.0121,-0.1697
4f0b9616,bull,s9|s79|s7|s55|s45,5,0.0219223743,0.0124757751,3.3,0.0,-6.6461,26,46.1538,0.068496,9,0.3462,-13255.91,-1.3256,33.3333,-0.101,-0.9088,6,0.2308,63888.64,6.3889,66.6667,1.0456,6.2738,11,0.4231,35946.66,3.5947,45.4545,0.316,3.4757
1b6d0b51,bull,s15|s35|s33|s95,4,0.0195924546,0.0113837464,0.8587,0.0,-7.1359,29,44.8276,0.067576,11,0.3793,28706.3,2.8706,45.4545,0.2696,2.966,4,0.1379,-15172.15,-1.5172,25.0,-0.364,-1.4559,14,0.4828,55607.94,5.5608,50.0,0.4104,5.7461
fcb69bdb,bull,s15|s82|s27,3,0.0247485179,0.0139512993,1.6022,0.0,-8.6801,30,43.3333,0.066221,9,0.3,-50600.96,-5.0601,22.2222,-0.5351,-4.8162,6,0.2,71222.57,7.1223,66.6667,1.1849,7.1091,15,0.5,60097.8,6.0098,46.6667,0.4109,6.1629
167614fc,bull,s65|s41|s8|s7,4,0.0221654673,0.0109472248,-3.779,0.0,-8.52,46,36.9565,0.064578,12,0.2609,33006.05,3.3006,41.6667,0.285,3.4197,9,0.1957,-557.55,-0.0558,33.3333,0.009,0.0813,25,0.5435,21750.68,2.1751,36.0,0.0973,2.4334
84f145a2,bull,s82|s84|s27,3,0.0269430507,0.0116471916,0.976,0.0,-8.3981,36,36.1111,0.062671,12,0.3333,-65606.0,-6.5606,16.6667,-0.5215,-6.2586,9,0.25,88097.16,8.8097,55.5556,0.9792,8.8126,15,0.4167,55520.08,5.552,40.0,0.3789,5.6834
26dbd46d,bull,s60|s78|s27,3,0.0233263422,0.014649752,3.4511,0.0,-7.1678,23,47.8261,0.062458,7,0.3043,47801.81,4.7802,57.1429,0.7051,4.9356,6,0.2609,25256.25,2.5256,50.0,0.4338,2.603,10,0.4348,4990.12,0.499,40.0,0.0541,0.5407
3cbaecdf,bull,s41|s32|s91|s11,4,0.0209879902,0.0103504816,-4.3034,0.0,-8.7863,46,36.9565,0.061913,14,0.3043,10418.58,1.0419,35.7143,0.0842,1.1786,8,0.1739,9363.67,0.9364,37.5,0.1401,1.1212,24,0.5217,31651.37,3.1651,37.5,0.1401,3.3635
