id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,train_chop_trades,train_chop_trade_share,train_chop_pnl,train_chop_return_pct,train_chop_win_rate,train_chop_avg_trade_return_pct,train_chop_total_trade_return_pct,train_trendy_trades,train_trendy_trade_share,train_trendy_pnl,train_trendy_return_pct,train_trendy_win_rate,train_trendy_avg_trade_return_pct,train_trendy_total_trade_return_pct,train_volatile_trades,train_volatile_trade_share,train_volatile_pnl,train_volatile_return_pct,train_volatile_win_rate,train_volatile_avg_trade_return_pct,train_volatile_total_trade_return_pct,test_return,test_sharpe,test_drawdown,test_trades,test_winrate,test_score,test_chop_trades,test_chop_trade_share,test_chop_pnl,test_chop_return_pct,test_chop_win_rate,test_chop_avg_trade_return_pct,test_chop_total_trade_return_pct,test_trendy_trades,test_trendy_trade_share,test_trendy_pnl,test_trendy_return_pct,test_trendy_win_rate,test_trendy_avg_trade_return_pct,test_trendy_total_trade_return_pct,test_volatile_trades,test_volatile_trade_share,test_volatile_pnl,test_volatile_return_pct,test_volatile_win_rate,test_volatile_avg_trade_return_pct,test_volatile_total_trade_return_pct
6985d45d,bear,s72|s13|s86|s98,4,0.0263225675,0.0080792902,-1.0077,0.0,-1.0465,1,0.0,-0.000143,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8071.22,-0.8071,0.0,-0.8079,-0.8079,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0077,0.0,-1.0077,1,0.0,-0.000141,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8071.21,-0.8071,0.0,-0.8079,-0.8079
3f5725c0,bear,s72|s86|s66|s13,4,0.0709896901,0.0080870741,-1.0085,0.0,-1.0473,1,0.0,-0.000144,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8078.99,-0.8079,0.0,-0.8087,-0.8087,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0085,0.0,-1.0085,1,0.0,-0.000141,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8078.99,-0.8079,0.0,-0.8087,-0.8087
b26f975a,bear,s23|s51|s57|s18|s98,5,0.0606847,0.0082892282,-1.0287,0.0,-1.04,1,0.0,-0.000145,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8280.95,-0.8281,0.0,-0.8289,-0.8289,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0287,0.0,-1.0287,1,0.0,-0.000144,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8280.94,-0.8281,0.0,-0.8289,-0.8289
d7252fba,bear,s97|s86|s13,3,0.0791414808,0.0082440143,-1.0242,0.0,-1.1453,1,0.0,-0.000151,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8235.77,-0.8236,0.0,-0.8244,-0.8244,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0242,0.0,-1.0242,1,0.0,-0.000143,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8235.77,-0.8236,0.0,-0.8244,-0.8244
667ee347,bear,s23|s89|s31|s13,4,0.0258575087,0.008180755,-1.0179,0.0,-1.2005,1,0.0,-0.000153,1,1.0,-8172.57,-0.8173,0.0,-0.8181,-0.8181,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0179,0.0,-1.0179,1,0.0,-0.000143,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8172.57,-0.8173,0.0,-0.8181,-0.8181
0440fdfd,bear,s31|s52|s23|s67,4,0.0689185213,0.0084668306,-1.0465,0.0,-1.2291,1,0.0,-0.000157,1,1.0,-8458.36,-0.8458,0.0,-0.8467,-0.8467,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0465,0.0,-1.0465,1,0.0,-0.000147,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-8458.36,-0.8458,0.0,-0.8467,-0.8467
