id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score
61553fdd,bull,s93|s73|s12,3,0.0508027864,0.0152086427,26.0165,0.0,-18.0787,68,35.2941,0.155712
e2e8e45f,bear,s72|s13|s67|s23,4,0.0440973798,0.015547723,20.1149,0.0,-12.9615,71,38.0282,0.15566
6eb99478,bear,s13|s81|s62|s19,4,0.0641462759,0.0119048989,25.9574,0.0,-10.7263,50,28.0,0.155651
9dc69082,bear,s31|s62|s23|s37,4,0.0390109424,0.0190838843,21.0032,0.0,-9.7515,38,50.0,0.155616
1a9a6be2,bear,s86|s66|s20|s62,4,0.0655317271,0.018779826,33.1969,0.0,-22.1897,45,35.5556,0.155597
0be80b2e,bull,s59|s47|s54|s44,4,0.0447597852,0.0118719189,23.5446,0.0,-11.5973,45,37.7778,0.155448
6e0241c1,bear,s18|s51|s23|s22,4,0.0208644567,0.012561422,7.0336,0.0,-12.2214,55,54.5455,0.155107
7959611d,bull,s39|s87|s55|s45,4,0.0361313457,0.0151159868,17.3728,0.0,-14.8208,60,43.3333,0.155029
4be150f7,bear,s76|s28|s37|s89|s23,5,0.0349228116,0.0182989459,16.4655,0.0,-16.2669,87,45.977,0.154992
b15189ce,bear,s49|s81|s31|s23|s22,5,0.0530724542,0.0170040266,21.1437,0.0,-13.088,52,36.5385,0.154926
a779797e,bear,s13|s57|s37|s51,4,0.0420664529,0.0176260582,19.0127,0.0,-15.8271,57,42.1053,0.154885
9cb157a4,bear,s25|s89|s13|s85,4,0.0278412514,0.0179879127,7.5021,0.0,-9.2608,59,50.8475,0.154769
7df6676e,bear,s19|s89|s85|s20|s28,5,0.0631760941,0.0139566931,30.9289,0.0,-17.9321,85,28.2353,0.154625
2ef1ee80,bull,s53|s38|s59|s73,4,0.0325318652,0.01816565,20.1639,0.0,-7.0167,34,55.8824,0.154532
6bee24db,bull,s87|s93|s55|s42,4,0.0287719199,0.0107791317,15.9188,0.0,-7.5946,42,47.619,0.154349
a5e86ff1,bear,s76|s22|s80|s20,4,0.0521366738,0.0174314071,22.373,0.0,-13.8597,79,35.443,0.154242
e75d6348,bear,s23|s18,2,0.0618853438,0.0193447963,24.9993,0.0,-16.228,70,34.2857,0.15417
1d26067f,bull,s94|s83|s60|s9,4,0.0628328312,0.0151250571,34.609,0.0,-23.0901,120,28.3333,0.154166
2507f6d9,bear,s97|s81|s31|s56,4,0.0610318248,0.0165796717,26.7212,0.0,-16.1154,66,31.8182,0.153993
08841be4,bear,s13|s85|s23|s101,4,0.0523208055,0.0149350029,21.9535,0.0,-12.524,55,34.5455,0.153878
459b6359,bull,s48|s91|s14|s73,4,0.0394591337,0.0165653634,17.4445,0.0,-13.3391,75,41.3333,0.153761
9069507a,bear,s76|s89|s51|s56|s22,5,0.020636122,0.0137039755,7.4724,0.0,-10.7886,46,56.5217,0.153722
864dc3fb,bear,s97|s28|s51|s72|s20,5,0.0796779622,0.0155627928,35.6603,0.0,-22.298,77,25.974,0.153669
8b1ad5d1,bear,s20|s97|s101|s81|s85,5,0.0728675146,0.0162733306,31.1966,0.0,-20.4388,50,30.0,0.15347
79ca811f,bear,s97|s22|s50|s89|s29,5,0.0300278009,0.019165746,12.9028,0.0,-17.1624,92,51.087,0.153385
c18aa9d5,bear,s51|s99|s56|s76,4,0.034340684,0.0160533447,17.6992,0.0,-13.261,44,47.7273,0.153292
e2a2630e,bear,s19|s23|s86|s62,4,0.0610517705,0.0149372847,30.9715,0.0,-21.2111,71,30.9859,0.15321
14110571,bear,s81|s52|s29|s85,4,0.0734753768,0.0189177283,29.4381,0.0,-17.744,78,29.4872,0.152982
41cd7a3a,bear,s86|s76|s29|s22,4,0.070416079,0.0154602667,35.849,0.0,-15.7759,39,33.3333,0.152933
50896444,bear,s86|s72|s100|s22,4,0.0500260446,0.0176061611,25.9451,0.0,-21.1367,80,37.5,0.15287
3c0b5a4d,bull,s95|s4|s87|s55,4,0.0626738474,0.0116725721,26.469,0.0,-11.9455,58,27.5862,0.152798
86706a72,bear,s29|s25|s98|s89|s23,5,0.0441425164,0.0185393051,20.7837,0.0,-17.4083,96,40.625,0.152785
537b63c5,bear,s50|s22|s66|s13,4,0.0734802383,0.0183102675,35.4533,0.0,-19.3541,41,34.1463,0.152676
a81a09bd,bear,s81|s76|s29|s56,4,0.0716159295,0.0175158282,35.9295,0.0,-20.7108,42,33.3333,0.152532
cbd69a4e,bear,s77|s23|s97|s25|s81,5,0.0730776333,0.0189124458,32.1891,0.0,-21.4094,75,29.3333,0.152528
c8fb4d13,bear,s71|s22|s18|s23,4,0.0343950191,0.0189483768,21.3252,0.0,-10.1323,35,54.2857,0.152433
808b23c2,bear,s25|s101|s23|s28,4,0.0412659093,0.0187833911,17.6903,0.0,-15.7222,70,42.8571,0.152166
4177df1e,bear,s81|s13|s31|s23,4,0.0517404125,0.0152142702,23.5827,0.0,-15.007,73,34.2466,0.15205
8211bfa8,bear,s29|s85|s50|s22,4,0.023470445,0.0152496336,10.1514,0.0,-7.6945,40,57.5,0.152018
944baa4b,bear,s81|s76|s37|s49|s22,5,0.0671044972,0.0128226967,34.486,0.0,-9.941,37,32.4324,0.152009
dd490483,bull,s73|s47|s33|s59,4,0.0340005473,0.0178233077,10.8219,0.0,-10.3226,58,46.5517,0.151975
50ec3335,bear,s85|s20|s71|s98|s29,5,0.0464910998,0.0144463822,21.9323,0.0,-15.0065,66,36.3636,0.151801
74cde340,bull,s30|s21|s58|s83,4,0.0773403435,0.0189609322,30.8658,0.0,-19.3225,73,28.7671,0.151797
001c07c7,bull,s6|s38|s53|s21,4,0.0587465408,0.0111459016,35.4317,0.0,-22.0123,150,25.3333,0.15169
c6f93d2f,bear,s23|s81|s51|s101,4,0.070121198,0.0105476792,54.6903,0.0,-6.5096,23,43.4783,0.151647
7710962d,bear,s22|s16|s23|s51|s85,5,0.0645276369,0.0149573162,34.1021,0.0,-11.4116,36,36.1111,0.151565
