id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,train_chop_trades,train_chop_trade_share,train_chop_pnl,train_chop_return_pct,train_chop_win_rate,train_chop_avg_trade_return_pct,train_chop_total_trade_return_pct,train_trendy_trades,train_trendy_trade_share,train_trendy_pnl,train_trendy_return_pct,train_trendy_win_rate,train_trendy_avg_trade_return_pct,train_trendy_total_trade_return_pct,train_volatile_trades,train_volatile_trade_share,train_volatile_pnl,train_volatile_return_pct,train_volatile_win_rate,train_volatile_avg_trade_return_pct,train_volatile_total_trade_return_pct,test_return,test_sharpe,test_drawdown,test_trades,test_winrate,test_score,test_chop_trades,test_chop_trade_share,test_chop_pnl,test_chop_return_pct,test_chop_win_rate,test_chop_avg_trade_return_pct,test_chop_total_trade_return_pct,test_trendy_trades,test_trendy_trade_share,test_trendy_pnl,test_trendy_return_pct,test_trendy_win_rate,test_trendy_avg_trade_return_pct,test_trendy_total_trade_return_pct,test_volatile_trades,test_volatile_trade_share,test_volatile_pnl,test_volatile_return_pct,test_volatile_win_rate,test_volatile_avg_trade_return_pct,test_volatile_total_trade_return_pct
bc3b17d6,bull,s59|s9|s68,3,0.0183775105,0.0088352086,4.9272,0.0,-2.6682,13,53.8462,0.045043,4,0.3077,46141.41,4.6141,75.0,1.1574,4.6297,2,0.1538,37838.32,3.7838,100.0,1.8378,3.6755,7,0.5385,-8216.13,-0.8216,28.5714,-0.106,-0.7421,3.1367,4.3071,-1.6161,1,100.0,0.006154,1,1.0,18358.96,1.8359,100.0,1.8378,1.8378,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8cede394,bear,s52|s37|s18,3,0.0242886745,0.0108572938,0.7775,0.0,-9.5566,21,38.0952,0.037265,5,0.2381,15035.82,1.5036,40.0,0.3201,1.6005,6,0.2857,4521.75,0.4522,33.3333,0.0858,0.5148,10,0.4762,30964.05,3.0964,40.0,0.3201,3.2011,-0.6072,-0.0108,-2.8385,5,40.0,0.010906,2,0.4,-21528.67,-2.1529,0.0,-1.0857,-2.1715,2,0.4,12600.53,1.2601,50.0,0.6716,1.3431,1,0.2,24123.82,2.4124,100.0,2.4289,2.4289
ede046a1,bull,s88|s39|s79,3,0.0204613529,0.0097732523,0.4166,0.0,-6.0566,20,40.0,0.041399,3,0.15,61275.77,6.1276,100.0,2.0461,6.1384,3,0.15,670.71,0.0671,33.3333,0.0305,0.0915,14,0.7,-17543.24,-1.7543,28.5714,-0.1135,-1.5887,2.4729,2.8943,-1.9379,2,50.0,0.006163,1,0.5,20409.63,2.041,100.0,2.0461,2.0461,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,-9924.56,-0.9925,0.0,-0.9773,-0.9773
7842f004,bull,s46|s34|s74|s84,4,0.021381726,0.0101487225,0.6779,0.0,-5.983,20,40.0,0.041905,7,0.35,53990.57,5.3991,57.1429,0.7869,5.5081,6,0.3,1459.11,0.1459,33.3333,0.0361,0.2169,7,0.35,-8708.8,-0.8709,28.5714,-0.114,-0.798,0.4035,0.3194,-2.9248,3,33.3333,0.00557,2,0.6667,11150.0,1.115,50.0,0.5617,1.1233,1,0.3333,-10311.97,-1.0312,0.0,-1.0149,-1.0149,0,0.0,0.0,0.0,0.0,0.0,0.0
f0c4aea4,bull,s83|s1|s26,3,0.0228080952,0.0142159739,10.1984,0.0,-2.3438,6,83.3333,0.034051,2,0.3333,46953.72,4.6954,100.0,2.2808,4.5616,1,0.1667,23698.62,2.3699,100.0,2.2808,2.2808,3,0.5,32263.97,3.2264,66.6667,1.0467,3.14,2.51,1.6144,-2.1156,3,66.6667,0.012222,2,0.6667,46030.45,4.603,100.0,2.2808,4.5616,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333,-14782.76,-1.4783,0.0,-1.4216,-1.4216
9a1252f2,bull,s91|s79|s26,3,0.0222897417,0.0146605314,1.2507,0.0,-6.0245,15,46.6667,0.038079,3,0.2,67680.29,6.768,100.0,2.229,6.6869,2,0.1333,7128.41,0.7128,50.0,0.3815,0.7629,10,0.6667,-38418.59,-3.8419,30.0,-0.3575,-3.5754,0.4572,0.6414,-3.9094,3,33.3333,0.005406,2,0.6667,7321.16,0.7321,50.0,0.3815,0.7629,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333,-14675.33,-1.4675,0.0,-1.4661,-1.4661
2d14639d,bull,s68|s14|s4|s54|s24,5,0.0191042438,0.0088639843,-0.3557,0.0,-3.3519,19,36.8421,0.037638,9,0.4737,30797.75,3.0798,44.4444,0.3566,3.2097,5,0.2632,-16447.61,-1.6448,20.0,-0.327,-1.6352,5,0.2632,11113.92,1.1114,40.0,0.2323,1.1617,-0.5686,-3.9068,-3.2112,4,25.0,0.005047,2,0.5,10063.1,1.0063,50.0,0.512,1.024,1,0.25,-8889.44,-0.8889,0.0,-0.8864,-0.8864,1,0.25,-8792.2,-0.8792,0.0,-0.8864,-0.8864
fc72596e,bull,s21|s14|s35,3,0.0183790465,0.0082924734,-4.6186,0.0,-6.8828,30,33.3333,0.036526,13,0.4333,23904.68,2.3905,38.4615,0.1966,2.5555,9,0.3,4553.7,0.4554,33.3333,0.0598,0.5382,8,0.2667,-13275.84,-1.3276,25.0,-0.1625,-1.2997,-0.2479,-1.8024,-3.9179,4,25.0,0.00498,1,0.25,18326.88,1.8327,100.0,1.8379,1.8379,2,0.5,-16732.05,-1.6732,0.0,-0.8292,-1.6585,1,0.25,-8237.62,-0.8238,0.0,-0.8292,-0.8292
95246304,bull,s60|s78|s27,3,0.0233263422,0.014649752,3.5042,0.0,-5.1058,12,50.0,0.035688,5,0.4167,41217.7,4.1218,60.0,0.8136,4.068,3,0.25,-45888.55,-4.5889,0.0,-1.465,-4.3949,4,0.3333,55516.23,5.5516,75.0,1.3832,5.5329,0.3361,0.0995,-3.4768,3,33.3333,0.005455,1,0.3333,23287.78,2.3288,100.0,2.3326,2.3326,1,0.3333,-14913.19,-1.4913,0.0,-1.465,-1.465,1,0.3333,-14692.14,-1.4692,0.0,-1.465,-1.465
48318f3f,bear,s86|s80|s52,3,0.0205622932,0.0133269196,-3.5921,0.0,-9.9098,20,40.0,0.030361,4,0.2,-19587.94,-1.9588,25.0,-0.4855,-1.9418,3,0.15,-39374.2,-3.9374,0.0,-1.3327,-3.9981,13,0.65,61218.05,6.1218,53.8462,0.4921,6.3975,-0.9511,-0.9118,-3.7341,5,40.0,0.010499,2,0.4,-26418.14,-2.6418,0.0,-1.3327,-2.6654,2,0.4,6510.82,0.6511,50.0,0.3618,0.7235,1,0.2,20278.5,2.0279,100.0,2.0562,2.0562
