2010-06-29 12:00	1.50520	1.50955	1.50455	1.50900	15025
2010-06-29 13:00	1.50900	1.51050	1.50615	1.50655	12888
2010-06-29 14:00	1.50655	1.50685	1.50345	1.50585	14000
2010-06-29 15:00	1.50590	1.50970	1.50570	1.50790	13438
2010-06-29 16:00	1.50790	1.50930	1.50690	1.50860	9878
2010-06-29 17:00	1.50855	1.50940	1.50680	1.50740	11126
2010-06-29 18:00	1.50735	1.50815	1.50710	1.50800	9306
2010-06-29 19:00	1.50790	1.50860	1.50575	1.50735	14808
2010-06-29 20:00	1.50735	1.50755	1.50620	1.50660	3403
2010-06-29 21:00	1.50660	1.50680	1.50480	1.50580	1134
2010-06-29 22:00	1.50580	1.50610	1.50385	1.50530	1459
2010-06-29 23:00	1.50535	1.50610	1.50455	1.50535	2935
2010-06-30 00:00	1.50535	1.50575	1.50300	1.50320	4501
2010-06-30 01:00	1.50320	1.50590	1.50280	1.50540	7559
2010-06-30 02:00	1.50540	1.50685	1.50500	1.50655	8327
2010-06-30 03:00	1.50660	1.50675	1.50570	1.50625	3657
2010-06-30 04:00	1.50625	1.50735	1.50605	1.50655	4645
2010-06-30 05:00	1.50655	1.50655	1.50390	1.50430	9376
2010-06-30 06:00	1.50430	1.50580	1.50310	1.50540	12093
2010-06-30 07:00	1.50545	1.50600	1.50395	1.50510	8221
2010-06-30 08:00	1.50510	1.50680	1.50070	1.50160	10514
2010-06-30 09:00	1.50165	1.50350	1.49800	1.50110	13450
2010-06-30 10:00	1.50110	1.50615	1.50110	1.50235	12112
2010-06-30 11:00	1.50240	1.50350	1.50135	1.50175	11056
2010-06-30 12:00	1.50170	1.50285	1.49630	1.49670	13867
2010-06-30 13:00	1.49670	1.50015	1.49625	1.49845	13574
2010-06-30 14:00	1.49845	1.50020	1.49355	1.49620	25617
2010-06-30 15:00	1.49620	1.49900	1.49455	1.49455	20696
2010-06-30 16:00	1.49455	1.49650	1.49395	1.49620	14027
2010-06-30 17:00	1.49620	1.49705	1.49505	1.49655	13582
2010-06-30 18:00	1.49655	1.49700	1.49440	1.49560	15042
2010-06-30 19:00	1.49565	1.49645	1.49385	1.49385	12050
2010-06-30 20:00	1.49385	1.49475	1.49350	1.49425	3801
2010-06-30 21:00	1.49425	1.49500	1.49305	1.49400	1739
2010-06-30 22:00	1.49400	1.49480	1.49365	1.49415	1123
2010-06-30 23:00	1.49430	1.49595	1.49415	1.49565	3270
2010-07-01 00:00	1.49565	1.49740	1.49320	1.49465	8310
2010-07-01 01:00	1.49465	1.49530	1.49135	1.49155	11256
2010-07-01 02:00	1.49160	1.49365	1.49130	1.49320	7263
2010-07-01 03:00	1.49320	1.49380	1.49205	1.49265	4354
2010-07-01 04:00	1.49265	1.49535	1.49250	1.49325	6560
2010-07-01 05:00	1.49330	1.49500	1.49230	1.49270	12586
2010-07-01 06:00	1.49270	1.49290	1.48860	1.49035	13925
2010-07-01 07:00	1.49035	1.49155	1.48730	1.48990	12639
2010-07-01 08:00	1.48990	1.49450	1.48980	1.49175	10547
2010-07-01 09:00	1.49175	1.49335	1.48920	1.49105	8415
2010-07-01 10:00	1.49105	1.49775	1.49105	1.49720	9147
2010-07-01 11:00	1.49725	1.49895	1.49525	1.49815	11771
2010-07-01 12:00	1.49815	1.50675	1.49755	1.50580	25572
2010-07-01 13:00	1.50580	1.51055	1.50440	1.51015	21954
2010-07-01 14:00	1.51005	1.51425	1.50840	1.51140	17719
