,time,open,high,low,close,volume
0,1773907200000,2165.1,2169.81,2156.77,2158.14,24433.3
1,1773909000000,2158.14,2166.0,2156.55,2159.51,24734.04
2,1773910800000,2159.51,2186.93,2158.69,2178.59,56415.48
3,1773912600000,2178.59,2189.93,2174.98,2188.29,28077.5
4,1773914400000,2188.29,2191.42,2180.84,2181.15,13812.45
5,1773916200000,2181.15,2181.85,2171.45,2171.72,17675.07
6,1773918000000,2171.72,2175.49,2166.01,2173.84,19236.0
7,1773919800000,2173.84,2176.9,2164.03,2165.87,18471.35
8,1773921600000,2165.87,2166.46,2151.71,2154.59,51118.5
9,1773923400000,2154.59,2157.71,2128.47,2131.41,87953.9
10,1773925200000,2131.41,2136.26,2116.0,2128.65,115703.15
11,1773927000000,2128.65,2142.46,2109.23,2136.45,135040.89
12,1773928800000,2136.45,2146.64,2107.01,2108.32,68080.98
13,1773930600000,2108.32,2130.67,2101.17,2120.64,79767.94
14,1773932400000,2120.64,2137.14,2109.3,2111.03,56285.21
15,1773934200000,2111.03,2125.91,2097.54,2117.75,63725.6
16,1773936000000,2117.75,2121.02,2105.28,2111.64,48531.8
17,1773937800000,2111.64,2121.22,2105.61,2114.18,23459.08
18,1773939600000,2114.18,2126.96,2103.64,2124.59,33342.59
19,1773941400000,2124.59,2130.77,2113.19,2126.34,23453.18
20,1773943200000,2126.34,2128.73,2116.28,2117.76,11832.43
21,1773945000000,2117.76,2125.46,2113.05,2124.21,13404.15
22,1773946800000,2124.21,2156.0,2123.96,2144.16,166926.62
23,1773948600000,2144.16,2147.39,2136.57,2140.2,28204.78
24,1773950400000,2140.2,2148.75,2138.36,2139.62,18820.94
25,1773952200000,2139.62,2152.0,2138.4,2145.07,16266.24
26,1773954000000,2145.07,2155.14,2144.38,2147.75,25708.43
27,1773955800000,2147.75,2152.58,2144.0,2149.1,7950.38
28,1773957600000,2149.1,2151.41,2142.31,2148.57,9841.34
29,1773959400000,2148.57,2149.63,2131.39,2139.26,27763.61
30,1773961200000,2139.26,2147.07,2135.6,2141.47,20195.66
31,1773963000000,2141.47,2143.76,2129.02,2136.71,16342.82
32,1773964800000,2136.71,2147.75,2133.53,2141.84,17234.5
33,1773966600000,2141.84,2148.42,2140.38,2144.71,10409.32
34,1773968400000,2144.71,2153.37,2143.81,2148.72,20115.42
35,1773970200000,2148.72,2159.99,2148.72,2150.1,30408.81
36,1773972000000,2150.1,2150.9,2135.7,2138.0,18206.48
37,1773973800000,2138.0,2148.75,2131.17,2143.44,32148.65
38,1773975600000,2143.44,2151.99,2142.39,2151.87,8460.13
39,1773977400000,2151.87,2156.49,2146.58,2150.25,17812.93
40,1773979200000,2150.25,2158.22,2148.52,2153.25,15978.38
41,1773981000000,2153.25,2153.6,2138.2,2147.29,22858.35
42,1773982800000,2147.29,2151.05,2141.37,2142.18,12281.44
43,1773984600000,2142.18,2145.04,2136.22,2139.24,13038.57
44,1773986400000,2139.24,2140.65,2132.39,2137.2,27018.24
45,1773988200000,2137.2,2139.41,2130.56,2135.56,11191.36
46,1773990000000,2135.56,2141.49,2119.47,2137.38,52752.99
47,1773991800000,2137.38,2152.62,2135.49,2149.51,49932.56
48,1773993600000,2149.51,2175.86,2145.42,2164.2,78010.01
49,1773995400000,2164.2,2166.72,2159.56,2162.94,30810.5
50,1773997200000,2162.94,2163.18,2138.0,2141.16,56710.73
51,1773999000000,2141.16,2147.97,2133.76,2140.18,30712.72
52,1774000800000,2140.18,2140.51,2130.12,2134.69,19061.14
53,1774002600000,2134.69,2150.61,2134.32,2147.31,35437.8
54,1774004400000,2147.31,2157.71,2145.83,2148.83,26227.25
55,1774006200000,2148.83,2149.46,2133.03,2140.35,31451.65
56,1774008000000,2140.35,2152.0,2138.04,2141.59,21009.63
57,1774009800000,2141.59,2141.85,2134.0,2140.02,11661.07
58,1774011600000,2140.02,2152.43,2134.17,2145.88,24931.72
59,1774013400000,2145.88,2145.9,2121.74,2126.08,93764.69
60,1774015200000,2126.08,2140.34,2113.87,2134.18,127870.8
61,1774017000000,2134.18,2146.85,2123.51,2127.88,71077.26
62,1774018800000,2127.88,2137.85,2118.53,2128.9,58872.78
63,1774020600000,2128.9,2136.25,2125.29,2132.88,20790.79
64,1774022400000,2132.88,2143.91,2132.42,2139.32,37273.7
65,1774024200000,2139.32,2139.67,2129.29,2136.44,38251.96
66,1774026000000,2136.44,2140.0,2130.0,2130.09,28998.76
67,1774027800000,2130.09,2139.0,2118.47,2135.75,48401.73
