time,open,high,low,close,volume
1778362200000,93.31,93.35,93.23,93.27,2331.6
1778362500000,93.27,93.34,93.25,93.27,4117.3
1778362800000,93.27,93.4,93.27,93.36,6065.2
1778363100000,93.36,93.39,93.33,93.35,1575.3
1778363400000,93.35,93.42,93.31,93.4,6521.6
1778363700000,93.4,93.49,93.38,93.42,10987.8
1778364000000,93.42,93.46,93.3,93.35,8249.4
1778364300000,93.35,93.38,93.29,93.29,2362.2
1778364600000,93.29,93.37,93.29,93.31,3403.4
1778364900000,93.31,93.35,93.3,93.31,4952.6
1778365200000,93.31,93.32,93.24,93.28,5047.1
1778365500000,93.28,93.39,93.27,93.33,6782.6
1778365800000,93.33,93.33,93.15,93.26,15856.9
1778366100000,93.26,93.31,93.21,93.3,7377.4
1778366400000,93.3,93.44,93.27,93.41,19846.2
1778366700000,93.41,93.41,93.27,93.27,1730.7
1778367000000,93.27,93.34,93.24,93.24,5760.5
1778367300000,93.24,93.29,93.22,93.28,7528.6
1778367600000,93.28,93.43,93.26,93.32,8107.1
1778367900000,93.32,93.34,93.19,93.25,21274.2
1778368200000,93.25,93.27,93.21,93.22,2525.2
1778368500000,93.22,93.25,93.16,93.18,10339.1
1778368800000,93.18,93.21,93.13,93.14,17380.8
1778369100000,93.14,93.16,93.08,93.08,22558.7
1778369400000,93.08,93.14,93.03,93.08,15713.6
1778369700000,93.08,93.1,93.02,93.02,15935.6
1778370000000,93.02,93.04,92.97,93.0,11745.1
1778370300000,93.0,93.11,93.0,93.11,10566.1
1778370600000,93.11,93.14,93.1,93.13,13275.9
1778370900000,93.13,93.14,93.05,93.07,16552.7
1778371200000,93.07,93.12,92.92,92.93,26298.8
1778371500000,92.93,93.03,92.86,93.02,19133.1
1778371800000,93.02,93.14,93.02,93.12,8691.7
1778372100000,93.12,93.15,93.07,93.15,5970.3
1778372400000,93.15,93.3,93.15,93.21,16247.8
1778372700000,93.21,93.23,93.09,93.12,4449.6
1778373000000,93.12,93.12,92.97,93.08,7542.2
1778373300000,93.08,93.1,92.95,93.03,4091.1
1778373600000,93.03,93.09,92.92,93.0,19893.2
1778373900000,93.0,93.11,92.89,92.96,131215.4
1778374200000,92.96,92.97,92.9,92.94,3699.8
1778374500000,92.94,92.99,92.89,92.97,14276.6
1778374800000,92.97,92.98,92.83,92.91,15970.5
1778375100000,92.91,92.91,92.8,92.86,22189.8
1778375400000,92.86,92.87,92.79,92.8,4825.4
1778375700000,92.8,92.87,92.69,92.75,35054.9
1778376000000,92.75,92.8,92.57,92.59,26692.7
1778376300000,92.59,92.65,92.56,92.6,17581.5
1778376600000,92.6,92.92,92.59,92.71,127759.2
1778376900000,92.71,92.77,92.65,92.69,8659.8
1778377200000,92.69,92.77,92.66,92.74,7690.7
1778377500000,92.74,92.77,92.72,92.76,4639.3
1778377800000,92.76,92.95,92.76,92.92,8763.9
1778378100000,92.92,92.93,92.86,92.93,4876.2
1778378400000,92.93,92.93,92.76,92.86,9179.3
1778378700000,92.86,92.93,92.85,92.91,5863.4
1778379000000,92.91,92.94,92.79,92.85,11958.4
1778379300000,92.85,92.95,92.84,92.84,2582.1
1778379600000,92.84,93.03,92.83,93.0,15789.8
1778379900000,93.0,93.07,92.97,93.03,27442.9
1778380200000,93.03,93.03,92.92,92.95,5774.6
1778380500000,92.95,93.04,92.92,92.92,6385.1
1778380800000,92.92,92.95,92.87,92.92,6195.1
1778381100000,92.92,93.03,92.86,93.03,20285.8
1778381400000,93.03,93.05,92.92,92.96,4391.5
1778381700000,92.96,93.04,92.79,92.99,64275.3
1778382000000,92.99,93.1,92.96,93.1,42461.2
1778382300000,93.1,93.1,93.05,93.08,27712.4
1778382600000,93.08,93.1,93.08,93.1,41399.3
1778382900000,93.1,93.15,93.1,93.15,37928.2
1778383200000,93.15,93.15,92.99,93.09,48988.7
1778383500000,93.09,93.09,93.01,93.09,5441.7
1778383800000,93.09,93.14,92.99,93.14,8908.9
1778384100000,93.14,93.35,93.13,93.34,130481.3
1778384400000,93.34,93.4,93.27,93.3,32005.4
1778384700000,93.3,93.4,93.28,93.38,24893.2
1778385000000,93.38,93.4,93.33,93.38,9331.5
1778385300000,93.38,93.39,93.34,93.34,12370.4
