,time,open,high,low,close,volume
0,1772107200000,2056.54,2071.0,2054.35,2069.11,39845.81
1,1772110800000,2069.11,2072.71,2059.62,2064.19,28487.62
2,1772114400000,2064.19,2078.04,2033.58,2050.12,161054.08
3,1772118000000,2050.12,2052.36,2010.25,2032.56,248119.12
4,1772121600000,2032.56,2037.5,1977.0,1982.99,227488.57
5,1772125200000,1982.99,1998.33,1981.08,1987.2,82312.11
6,1772128800000,1987.2,2008.64,1973.08,2002.98,108602.94
7,1772132400000,2002.98,2033.82,2002.25,2029.0,121322.7
8,1772136000000,2029.0,2041.16,2020.37,2022.69,69405.76
9,1772139600000,2022.69,2034.0,2016.97,2029.73,30412.26
10,1772143200000,2029.73,2037.41,2025.99,2032.03,19124.03
11,1772146800000,2032.03,2032.62,2022.46,2026.77,20605.94
12,1772150400000,2026.77,2029.68,2006.6,2013.44,43640.55
13,1772154000000,2013.44,2022.1,1998.21,2020.8,72182.52
14,1772157600000,2020.8,2033.59,2017.8,2025.02,40801.63
15,1772161200000,2025.02,2049.41,2018.31,2044.15,42326.81
16,1772164800000,2044.15,2063.39,2038.71,2041.83,80579.66
17,1772168400000,2041.83,2048.64,2037.28,2040.71,26588.0
18,1772172000000,2040.71,2041.85,2027.22,2035.09,40556.64
19,1772175600000,2035.09,2040.57,2020.81,2031.62,56336.51
20,1772179200000,2031.62,2045.0,2027.2,2032.53,55694.51
21,1772182800000,2032.53,2041.43,2007.19,2009.07,68907.21
22,1772186400000,2009.07,2012.75,1977.13,1979.76,139742.72
23,1772190000000,1979.76,1983.0,1951.93,1961.01,123606.13
24,1772193600000,1961.01,1968.46,1947.97,1959.12,96947.13
25,1772197200000,1959.12,1966.88,1937.51,1962.18,114820.96
26,1772200800000,1962.18,1963.42,1938.83,1942.01,91800.87
27,1772204400000,1942.01,1958.71,1939.54,1947.49,84853.16
28,1772208000000,1947.49,1947.79,1923.07,1926.06,114413.64
29,1772211600000,1926.06,1933.6,1906.31,1931.01,137313.86
30,1772215200000,1931.01,1932.13,1914.39,1917.05,47922.51
31,1772218800000,1917.05,1922.87,1910.74,1920.3,40004.94
32,1772222400000,1920.3,1925.91,1919.03,1922.14,25211.56
33,1772226000000,1922.14,1932.55,1915.95,1920.34,40646.84
34,1772229600000,1920.34,1926.15,1885.46,1920.33,113669.98
35,1772233200000,1920.33,1932.42,1918.88,1928.48,48550.92
36,1772236800000,1928.48,1935.99,1922.68,1931.13,36651.3
37,1772240400000,1931.13,1935.31,1918.79,1923.18,26332.6
38,1772244000000,1923.18,1931.7,1921.2,1929.18,14810.28
39,1772247600000,1929.18,1930.3,1919.42,1923.22,28277.75
40,1772251200000,1923.22,1930.69,1913.45,1924.02,30117.33
41,1772254800000,1924.02,1926.95,1911.75,1919.04,25138.96
42,1772258400000,1919.04,1919.55,1833.84,1841.57,305672.56
43,1772262000000,1841.57,1884.71,1834.01,1865.4,193822.17
44,1772265600000,1865.4,1867.68,1847.11,1851.36,81822.2
45,1772269200000,1851.36,1862.42,1842.84,1853.97,58970.25
46,1772272800000,1853.97,1869.98,1847.73,1864.15,55348.87
47,1772276400000,1864.15,1879.97,1860.35,1862.17,71597.97
48,1772280000000,1862.17,1873.34,1861.48,1867.62,28650.39
49,1772283600000,1867.62,1909.58,1863.96,1904.67,152826.16
50,1772287200000,1904.67,1915.07,1881.64,1886.67,162808.54
51,1772290800000,1886.67,1905.0,1872.27,1897.89,109523.64
52,1772294400000,1897.89,1909.89,1890.55,1902.85,45188.57
53,1772298000000,1902.85,1910.58,1882.98,1905.74,74712.06
54,1772301600000,1905.74,1946.6,1900.0,1934.87,121100.23
55,1772305200000,1934.87,1954.85,1919.29,1945.95,99865.22
56,1772308800000,1945.95,1971.36,1937.3,1964.86,91303.22
57,1772312400000,1964.86,1967.0,1944.0,1956.9,69721.62
58,1772316000000,1956.9,1984.91,1954.62,1964.49,47374.89
59,1772319600000,1964.49,1969.18,1955.71,1963.56,43043.86
60,1772323200000,1963.56,1968.9,1952.37,1961.7,28042.67
61,1772326800000,1961.7,2023.41,1942.21,2011.65,137894.46
62,1772330400000,2011.65,2056.02,2007.6,2032.04,161915.17
63,1772334000000,2032.04,2038.82,2015.68,2022.51,49503.92
64,1772337600000,2022.51,2029.75,1995.76,2015.15,82318.7
65,1772341200000,2015.15,2022.77,2008.44,2010.52,29492.01
66,1772344800000,2010.52,2012.25,1988.28,1997.64,62230.68
67,1772348400000,1997.64,2009.51,1992.17,2006.5,33113.63
68,1772352000000,2006.5,2009.9,1980.0,1985.28,50223.87
69,1772355600000,1985.28,1994.88,1973.9,1980.03,51905.61
70,1772359200000,1980.03,1992.7,1970.49,1983.98,48371.9
71,1772362800000,1983.98,1989.15,1981.0,1982.29,17722.21
72,1772366400000,1982.29,1987.8,1975.34,1977.37,22121.27
73,1772370000000,1977.37,2024.72,1966.7,2005.51,115022.74
74,1772373600000,2005.51,2027.35,1992.11,1999.29,87404.79
75,1772377200000,1999.29,2015.37,1991.0,1992.41,55644.53
76,1772380800000,1992.41,2008.0,1959.1,1973.23,121266.27
77,1772384400000,1973.23,1975.17,1952.0,1960.18,64468.87
78,1772388000000,1960.18,1997.98,1959.8,1974.94,90623.65
79,1772391600000,1974.94,1975.76,1943.33,1952.85,76944.92
80,1772395200000,1952.85,1954.12,1906.02,1912.96,125775.26
81,1772398800000,1912.96,1931.43,1911.39,1927.85,52716.91
82,1772402400000,1927.85,1971.39,1912.23,1923.71,130468.74
83,1772406000000,1923.71,1948.42,1917.15,1938.72,58523.43
84,1772409600000,1938.72,1966.19,1936.21,1959.85,61815.78
85,1772413200000,1959.85,1988.68,1958.69,1962.91,65485.69
86,1772416800000,1962.91,1965.56,1938.65,1954.64,52853.52
87,1772420400000,1954.64,1979.65,1947.1,1971.43,53993.53
88,1772424000000,1971.43,1979.55,1967.6,1972.17,34552.42
89,1772427600000,1972.17,1983.04,1961.39,1970.24,37294.18
90,1772431200000,1970.24,1970.6,1936.4,1942.51,83542.73
91,1772434800000,1942.51,1944.35,1924.43,1940.4,60322.78
92,1772438400000,1940.4,1950.68,1917.16,1948.33,80862.1
93,1772442000000,1948.33,1966.16,1945.95,1946.8,67936.89
94,1772445600000,1946.8,1955.28,1943.01,1951.28,31781.73
95,1772449200000,1951.28,1954.72,1933.76,1946.78,59919.15
96,1772452800000,1946.78,1948.3,1928.98,1936.95,39208.71
97,1772456400000,1936.95,1943.63,1921.4,1926.53,74991.68
98,1772460000000,1926.53,1984.75,1920.0,1978.85,224959.8
99,1772463600000,1978.85,2065.56,1971.46,2047.11,369359.83
100,1772467200000,2047.11,2089.53,2042.57,2063.98,204197.26
101,1772470800000,2063.98,2065.51,2024.06,2040.42,113938.75
102,1772474400000,2040.42,2040.62,2023.16,2028.71,50438.83
103,1772478000000,2028.71,2049.42,2015.05,2042.79,69294.3
104,1772481600000,2042.79,2057.0,2024.21,2034.63,96971.42
105,1772485200000,2034.63,2047.8,2028.4,2042.43,38389.57
106,1772488800000,2042.43,2058.59,2040.96,2053.32,41408.41
107,1772492400000,2053.32,2055.0,2023.97,2026.46,56660.18
108,1772496000000,2026.46,2039.07,2016.38,2034.89,58656.83
109,1772499600000,2034.89,2041.46,2018.4,2018.98,34091.01
110,1772503200000,2018.98,2021.76,1996.64,2012.76,85394.56
111,1772506800000,2012.76,2015.02,2004.1,2007.84,26840.21
112,1772510400000,2007.84,2012.68,1997.26,1998.71,29713.99
113,1772514000000,1998.71,2018.53,1986.0,1992.41,79911.09
114,1772517600000,1992.41,2001.87,1987.0,1998.24,41479.35
115,1772521200000,1998.24,2002.89,1992.17,1995.21,37058.83
116,1772524800000,1995.21,1999.64,1945.65,1951.79,159507.1
117,1772528400000,1951.79,1967.6,1937.5,1950.22,127161.0
118,1772532000000,1950.22,1963.0,1943.57,1956.82,66174.64
119,1772535600000,1956.82,1966.48,1950.66,1960.45,50663.58
120,1772539200000,1960.45,1989.48,1959.82,1966.41,106794.09
121,1772542800000,1966.41,1967.73,1942.39,1951.14,81460.91
122,1772546400000,1951.14,1976.72,1927.39,1941.82,182105.37
123,1772550000000,1941.82,1971.8,1930.78,1968.42,112170.57
124,1772553600000,1968.42,2013.05,1957.33,1982.96,284103.47
125,1772557200000,1982.96,1984.75,1957.42,1979.6,103728.7
126,1772560800000,1979.6,1999.44,1968.1,1987.57,82431.83
127,1772564400000,1987.57,1994.3,1975.49,1985.05,66015.4
128,1772568000000,1985.05,1988.64,1968.74,1977.37,42411.22
129,1772571600000,1977.37,1977.57,1958.05,1967.37,50561.89
130,1772575200000,1967.37,1987.27,1967.11,1982.41,37401.2
131,1772578800000,1982.41,2001.07,1979.92,1981.9,52716.34
132,1772582400000,1981.9,1985.94,1960.72,1975.87,61210.56
133,1772586000000,1975.87,1998.4,1968.69,1980.91,61731.87
134,1772589600000,1980.91,1982.14,1967.4,1978.18,34449.1
135,1772593200000,1978.18,1979.69,1943.5,1959.71,126638.96
