id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,test_return,test_sharpe,test_drawdown,test_trades,test_winrate,test_score
fd76550f,bear,s89|s17|s86|s77,4,0.0299249335,0.0173572217,6.1168,0.0,-9.6022,32,50.0,0.093223,-10.2639,0.0,-11.7956,7,14.2857,-0.004702
bce954b6,bear,s98|s22|s19|s86|s62,5,0.0286838059,0.0170118804,10.7095,0.0,-6.5215,25,56.0,0.095637,-9.7178,0.0,-10.8417,5,0.0,-0.00714
f2cd6ea1,bear,s37|s51|s99|s67|s81,5,0.0340809608,0.0151482054,15.2123,0.0,-10.6812,25,52.0,0.092403,-5.8667,0.0,-8.7792,4,0.0,-0.003984
3b74751d,bear,s81|s28|s19|s56,4,0.0228472985,0.0116310359,5.738,0.0,-8.6414,31,51.6129,0.094157,-7.8702,0.0,-8.7148,5,0.0,-0.005763
679c3650,bear,s89|s66|s100|s16|s52,5,0.0310593649,0.01532333,8.7423,0.0,-12.631,33,48.4848,0.09407,-9.5143,0.0,-11.6393,8,12.5,-0.005676
83d8d73d,bear,s29|s97|s28|s51|s72,5,0.0279009421,0.017909263,13.3605,0.0,-5.499,21,61.9048,0.093517,-8.5123,0.0,-10.1715,4,0.0,-0.005165
5b973d8b,bear,s62|s86|s67|s19|s71,5,0.0282210004,0.0166154101,7.452,0.0,-8.0741,29,51.7241,0.09324,-8.0436,0.0,-10.0183,4,0.0,-0.004978
17f12a93,bear,s29|s81|s61|s85|s89,5,0.0278576648,0.0181840268,7.4443,0.0,-11.5938,32,53.125,0.098797,-11.7455,0.0,-13.6609,6,0.0,-0.010556
d96deb35,bear,s66|s56|s28|s72|s23,5,0.0262794245,0.0159994028,6.1844,0.0,-9.9797,30,53.3333,0.092879,-7.8178,0.0,-9.3345,4,0.0,-0.004742
eb703215,bear,s13|s16|s20|s81,4,0.0363219331,0.0171901773,13.1189,0.0,-12.6752,29,48.2759,0.092381,-9.7561,0.0,-11.404,7,14.2857,-0.004253
aed9f030,bear,s20|s23|s52|s81|s100,5,0.0249583633,0.0100668531,1.2632,0.0,-8.1185,45,42.2222,0.096628,-9.8181,0.0,-11.161,10,10.0,-0.008551
ab86cfc2,bear,s76|s62|s23|s101|s86,5,0.0312918292,0.0169251226,12.5297,0.0,-7.4938,26,53.8462,0.098372,-11.7939,0.0,-12.892,6,0.0,-0.010302
0b10803c,bear,s90|s86|s99|s72|s23,5,0.0272878858,0.0154821581,0.6983,0.0,-14.0421,47,46.8085,0.095027,-10.3775,0.0,-13.2008,8,12.5,-0.006978
bc754fc5,bear,s99|s86|s29|s50,4,0.024550708,0.0156561679,0.9023,0.0,-9.602,40,50.0,0.099843,-13.5674,0.0,-15.1809,9,11.1111,-0.011966
c53e3195,bear,s86|s23|s89|s97|s20,5,0.0316969589,0.0199117436,14.4914,0.0,-7.6642,22,59.0909,0.093388,-9.4804,0.0,-10.3208,4,0.0,-0.005511
0262ab23,bear,s13|s100|s77|s72|s86,5,0.0313681338,0.0152673027,4.8082,0.0,-7.0391,36,44.4444,0.094643,-9.116,0.0,-10.7676,5,0.0,-0.006877
f9042af6,bear,s85|s23|s56|s81|s25,5,0.0304967456,0.018323572,8.8813,0.0,-8.5445,28,53.5714,0.095539,-10.8165,0.0,-11.6341,5,0.0,-0.007817
10efb1cc,bear,s81|s52|s23|s62|s16,5,0.0240532619,0.0087747261,0.4994,0.0,-8.9841,53,39.6226,0.093913,-9.6173,0.0,-12.5159,16,18.75,-0.006325
55099892,bear,s100|s77|s37|s86,4,0.0281360236,0.0107582684,7.6132,0.0,-7.3165,34,44.1176,0.095782,-9.108,0.0,-10.7598,6,0.0,-0.008245
